0.899,0.868,0.886,0.901
0.72,0.763,0.707,0.776
0.8,0.793,0.787,0.799
0.89,0.9,0.899,0.9
0.716,0.724,0.71,0.767
0.769,0.73,0.747,0.771
0.835,0.781,0.811,0.839
0.639,0.681,0.624,0.691
0.694,0.686,0.673,0.698
0.809,0.827,0.822,0.827
0.6,0.588,0.58,0.646
0.649,0.61,0.626,0.66
